145.43,-16.4
145.57,-16.387
145.69,-16.732
145.98,-16.761
146.01,-17.158
146.08,-17.208
146.09,-17.222
146.16,-17.655
146.17,-17.673
146.15,-17.744
146.15,-17.946
146.14,-17.965
145.64,-16.18
145.71,-16.191
146.02,-16.518
145.8,-16.213
145.89,-16.216
145.79,-16.323
146,-16.426
145.99,-16.462
145.78,-16.414
145.87,-16.537
145.98,-16.583
146.02,-16.586
146.04,-16.697
146,-16.651
145.94,-16.637
145.94,-16.677
146.25,-16.689
146.27,-16.734
146.28,-16.786
146.18,-16.811
146.36,-16.849
146.4,-16.869
146.45,-16.939
146.2,-16.877
146.24,-16.921
146.21,-16.937
146.21,-16.996
146.19,-17.073
146.34,-17.105
146.41,-17.103
146.44,-17.289
146.37,-17.296
146.54,-17.447
146.46,-17.477
146.51,-17.442
146.48,-17.444
146.46,-17.453
146.4,-17.484
146.39,-17.394
146.47,-17.128
146.37,-17.199
146.29,-17.185
146.47,-17.242
146.38,-17.536
146.51,-17.525
146.58,-17.584
146.46,-17.61
146.47,-17.658
146.55,-17.7
146.5,-17.744
146.51,-17.752
146.44,-17.773
146.51,-17.794
146.64,-17.78
146.55,-17.834
146.48,-17.85
146.61,-17.89
146.73,-17.876
146.6,-17.973
146.14,-17.979
146.15,-18.008
146.17,-18.028
146.18,-18.042
146.2,-18.042
146.2,-18.052
146.29,-18.15
146.17,-18.169
146.15,-18.183
146.32,-18.237
146.49,-18.555
146.49,-18.62
146.33,-18.685
146.43,-18.817
146.55,-18.67
146.52,-18.686
146.62,-18.736
146.55,-18.764
146.52,-18.77
146.67,-18.776
146.54,-18.777
146.53,-18.83
146.54,-18.84
146.63,-18.96
146.58,-18.048
146.77,-17.997
146.79,-18.041
146.83,-18.019
146.86,-18.057
146.79,-18.099
146.76,-18.124
146.97,-18.136
146.74,-18.235
146.91,-18.261
146.82,-18.364
146.71,-18.418
146.88,-18.487
147,-18.439
147,-18.476
146.75,-18.33
147.03,-18.214
147.21,-18.362
147.39,-18.272
147.06,-18.433
147.14,-18.42
147.35,-18.425
147.45,-18.414
147.45,-18.502
147.04,-18.496
147.1,-18.494
147.15,-18.515
147.49,-18.569
147.19,-18.557
147.3,-18.627
147.06,-18.632
147.1,-18.697
147.27,-18.748
147.42,-18.636
147.4,-18.53
146.8,-17.951
146.39,-17.721
145.77,-16.356
145.52,-16.518
145.54,-16.522
145.55,-16.551
145.53,-16.559
145.5,-15.641
145.52,-15.682
145.58,-15.775
145.81,-15.785
145.78,-15.821
145.8,-15.714
145.78,-15.748
145.82,-15.825
145.8,-15.876
145.66,-15.902
145.58,-15.869
145.82,-15.949
145.68,-15.969
145.84,-16.015
145.8,-16.016
145.77,-16.006
145.57,-15.048
145.69,-15.031
144.52,-13.982
144.57,-13.959
144.73,-14.028
144.8,-14.178
144.74,-14.174
144.67,-14.08
144.64,-14.149
144.74,-14.25
144.69,-14.297
144.73,-14.315
144.71,-14.334
144.75,-14.359
144.79,-14.31
144.86,-14.321
144.9,-14.195
144.93,-14.207
144.96,-14.222
144.96,-14.326
144.97,-14.371
144.95,-14.454
144.96,-14.474
144.75,-14.478
144.7,-14.472
144.64,-14.474
145.72,-15.074
145.67,-15.096
145.64,-15.102
145.58,-15.142
145.5,-15.163
145.69,-15.135
145.74,-15.186
145.61,-15.199
145.65,-16.045
145.7,-16.023
145.74,-16.057
145.72,-16.081
145.75,-16.082
145.84,-16.111
145.71,-16.125
145.56,-15.207
145.53,-15.241
145.59,-15.248
145.72,-15.239
145.75,-15.274
145.58,-15.29
145.65,-15.329
145.64,-15.317
145.76,-15.308
145.75,-15.33
145.78,-15.361
145.76,-15.385
145.76,-15.397
145.66,-15.429
145.62,-15.428
145.52,-15.427
145.43,-15.412
145.42,-15.471
145.51,-15.487
145.62,-15.504
145.66,-15.487
145.68,-15.463
145.8,-15.432
145.81,-15.487
144.52,-14.121
144.65,-14.344
144.95,-14.41
144.89,-14.425
144.81,-14.431
144.89,-14.461
144.97,-14.499
144.76,-14.503
144.91,-14.503
144.97,-14.52
144.85,-14.535
144.99,-14.537
144.92,-14.54
144.87,-14.545
144.85,-14.547
144.9,-14.55
144.92,-14.572
144.93,-14.613
144.99,-14.713
145.25,-14.654
145.46,-14.68
145.38,-14.71
145.19,-14.726
145.08,-14.734
145.51,-14.859
145.51,-14.742
145.53,-14.822
145.44,-15.019
145.38,-15.094
145.27,-15.099
145.43,-15.115
145.32,-15.136
145.27,-15.161
145.29,-15.482
145.33,-15.506
145.59,-15.363
145.36,-15.534
145.3,-15.548
145.43,-15.706
145.44,-15.705
145.41,-15.712
145.4,-15.71
145.44,-15.739
145.46,-15.732
145.4,-15.914
145.57,-15.001
145.54,-15.043
145.16,-14.503
145.49,-14.652
145.16,-14.719
145.36,-14.762
145.35,-14.787
145.14,-14.794
145.18,-14.82
145.27,-14.851
145.52,-14.915
145.48,-14.892
145.49,-14.944
145.34,-14.946
145.6,-14.549
145.63,-14.599
145.65,-14.645
145.65,-14.664
145.54,-14.705
145.59,-14.728
145.53,-14.785
145.69,-14.817
145.56,-14.883
145.7,-14.921
145.69,-14.932
145.7,-14.952
145.71,-14.989
145.01,-14.227
145.07,-14.268
145.17,-14.288
145.24,-14.312
145.28,-14.339
145.35,-14.373
145.34,-14.433
145.2,-14.465
145.03,-14.364
145.04,-14.398
145.09,-14.431
145.05,-14.442
145.41,-14.441
145.48,-14.458
145.03,-14.471
145.54,-14.497
145.55,-15.511
145.64,-15.536
145.66,-15.559
145.51,-15.545
145.6,-15.594
145.6,-15.559
145.78,-15.51
145.78,-15.525
145.8,-15.555
145.8,-15.605
145.81,-15.646
145.71,-15.643
145.52,-15.606
145.43,-15.637
